_id,submittedAt,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40
daqi-answer-1284,2026-08-24T12:59:00+08:00,女,18-22岁,个体经营者,1000元以内,比较喜欢,每月多次,日常自用,"电商店铺,文创展会",非常了解,比较感兴趣,"国风颜值高,手工工艺独特","价格昂贵,适合收藏送礼",愿意,强烈支持,"降低价格,加强科普宣传",不确定,"大漆书签,大漆漆扇",传统国风古风,非常介意,"工艺质感,颜值外观",较高,单品简约款,喜欢,撞色潮流色系,非常愿意,"节日礼物,商务小礼品",会，非常加分,价格虚高,40-60元,50元以内,可以接受小幅溢价,基本不会,一定会了解购买,线上店铺,大幅提升,可能复购,高颜值产品实拍图,"礼盒套装类,文具类",比较认可,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1285,2026-08-25T13:12:00+08:00,男,31-40岁,在校学生,1000-2000元,非常喜欢,每月多次,"收藏爱好,送礼纪念","校园市集,线下实体店",略有耳闻,兴趣较低,"非遗文化底蕴,小众不撞款",款式老旧,非常愿意,强烈支持,适配日常使用,一定会,"大漆漆扇,大件漆艺摆件",可爱治愈风,完全接受，更有特色,"颜值外观,独特小众性",不看重,组合套装礼盒,无所谓,经典黑金红传统色,愿意,"师生赠礼,同学朋友送礼",会，非常加分,"华而不实无实用性,款式同质化严重",20元以内,50-80元,完全不接受,一定会买,会驻足了解,"文创展会,线上店铺",小幅提升,不确定,"市集线下体验,工艺制作短视频","文具类,礼盒套装类",非常认可，环保创新,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1286,2026-08-26T14:25:00+08:00,女,18岁以下,职场上班族,3500元以上,非常喜欢,季度1-2次,"日常自用,送礼纪念",短视频平台,非常了解,非常感兴趣,手工工艺独特,"价格昂贵,不适合日常使用",非常愿意,中立,"降低价格,优化款式设计",可能会,大漆钥匙扣,简约现代风,可以接受,价格性价比,极高,盲盒款式,非常喜欢,莫兰迪浅色系,非常愿意,同学朋友送礼,无影响,"做工粗糙,价格虚高",20-40元,120元以上,完全愿意,大概率会,一定会了解购买,"线上店铺,社群团购",无变化,一定会复购,"工艺制作短视频,市集线下体验",配饰挂件类,非常认可，环保创新,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1287,2026-08-27T15:38:00+08:00,男,18-22岁,在校学生,1000元以内,一般,每月多次,送礼纪念,"电商店铺,短视频平台",略有耳闻,比较感兴趣,"非遗文化底蕴,色泽质感高级","价格昂贵,工艺精致",无所谓,强烈支持,"优化款式设计,加强科普宣传",基本不会,"大漆书签,文创套装礼盒",传统国风古风,完全接受，更有特色,"工艺质感,实用性",一般,单品简约款,喜欢,经典黑金红传统色,非常愿意,"节日礼物,师生赠礼",会，非常加分,价格虚高,60元以上,50元以内,可以接受小幅溢价,一定会买,会驻足了解,校园市集,大幅提升,可能复购,高颜值产品实拍图,"定制专属类,文具类",无所谓,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1288,2026-08-28T16:51:00+08:00,女,18岁以下,在校学生,1000-2000元,非常喜欢,每月1次,"活动奖品,送礼纪念","文创展会,朋友推荐",非常了解,非常感兴趣,"非遗文化底蕴,国风颜值高",不适合日常使用,非常愿意,支持,适配日常使用,一定会,"大漆漆扇,大漆钥匙扣",简约现代风,可以接受,"颜值外观,文化寓意",极高,组合套装礼盒,非常喜欢,经典黑金红传统色,随缘,"商务小礼品,同学朋友送礼",略有影响,"华而不实无实用性,价格虚高",20元以内,50-80元,完全愿意,大概率会,随缘,"线下实体店,线上店铺",小幅提升,一定会复购,"优惠活动福利,工艺制作短视频","文具类,桌面摆件类",非常认可，环保创新,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1289,2026-08-01T17:04:00+08:00,男,18岁以下,自由职业,1000元以内,比较喜欢,半年一次,"日常自用,市集/展会随手购买",短视频平台,非常了解,非常感兴趣,色泽质感高级,"价格昂贵,款式老旧",愿意,不支持,"降低价格,提升包装质感",可能会,文创套装礼盒,传统国风古风,介意，追求完美品,价格性价比,较高,单品简约款,非常喜欢,撞色潮流色系,非常愿意,同学朋友送礼,不在意,"价格虚高,华而不实无实用性",20-40元,50元以内,可以接受小幅溢价,看价格款式决定,一定会了解购买,"线上店铺,线下实体店",大幅提升,一定会复购,"工艺制作短视频,非遗文化科普",桌面摆件类,比较认可,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1290,2026-08-02T18:17:00+08:00,男,23-30岁,在校学生,1000-2000元,不太喜欢,每月多次,送礼纪念,"电商店铺,朋友推荐",完全没听过,一般,"非遗文化底蕴,手工工艺独特","款式老旧,工艺精致",不愿意,强烈支持,"优化款式设计,适配日常使用",一定会,"大漆书签,大件漆艺摆件",小众艺术轻奢风,完全接受，更有特色,"实用性,文化寓意",一般,单品简约款,无所谓,经典黑金红传统色,愿意,"节日礼物,同学朋友送礼",会，非常加分,价格虚高,20元以内,50-80元,不太接受,一定会买,会驻足了解,校园市集,大幅提升,不确定,非遗文化科普,"文具类,定制专属类",不认可,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1291,2026-08-03T09:30:00+08:00,男,18岁以下,职场上班族,2000-3500元,非常喜欢,每月1次,"日常自用,收藏爱好","朋友推荐,校园市集",非常了解,非常感兴趣,"手工工艺独特,国风颜值高",不适合日常使用,非常愿意,支持,提升包装质感,可能会,"大漆钥匙扣,大漆漆扇",简约现代风,可以接受,"颜值外观,价格性价比",极高,盲盒款式,非常喜欢,莫兰迪浅色系,不愿意,"同学朋友送礼,节日礼物",略有影响,"款式同质化严重,价格虚高",20-40元,80-120元,完全愿意,大概率会,一定会了解购买,"社群团购,线上店铺",无变化,一定会复购,"工艺制作短视频,优惠活动福利","配饰挂件类,桌面摆件类",非常认可，环保创新,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1292,2026-08-04T10:43:00+08:00,男,18-22岁,个体经营者,1000元以内,比较喜欢,每月多次,"日常自用,活动奖品",短视频平台,略有耳闻,比较感兴趣,色泽质感高级,"价格昂贵,适合收藏送礼",愿意,强烈支持,"降低价格,加强科普宣传",不确定,大漆书签,传统国风古风,完全接受，更有特色,价格性价比,较高,单品简约款,喜欢,自然原木底色,非常愿意,同学朋友送礼,会，非常加分,"价格虚高,包装简陋",40-60元,50元以内,可以接受小幅溢价,一定会买,一定会了解购买,"线上店铺,文创展会",大幅提升,可能复购,"高颜值产品实拍图,非遗文化科普",桌面摆件类,比较认可,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1293,2026-08-05T11:56:00+08:00,女,31-40岁,在校学生,1000-2000元,非常喜欢,每月多次,收藏爱好,"电商店铺,校园市集",非常了解,一般,"非遗文化底蕴,小众不撞款","款式老旧,不适合日常使用",非常愿意,支持,"适配日常使用,优化款式设计",一定会,"大漆漆扇,大件漆艺摆件",简约现代风,完全接受，更有特色,"颜值外观,文化寓意",较低,组合套装礼盒,不喜欢,经典黑金红传统色,愿意,"师生赠礼,同学朋友送礼",略有影响,华而不实无实用性,20元以内,50-80元,完全愿意,一定会买,随缘,文创展会,小幅提升,不会复购,非遗文化科普,"文具类,礼盒套装类",非常认可，环保创新,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1294,2026-08-06T12:09:00+08:00,男,18岁以下,职场上班族,1000元以内,非常喜欢,季度1-2次,"日常自用,送礼纪念","短视频平台,校园市集",略有耳闻,非常感兴趣,"手工工艺独特,色泽质感高级",适合收藏送礼,愿意,中立,降低价格,可能会,"大漆钥匙扣,大漆书签",简约现代风,介意，追求完美品,"颜值外观,实用性",极高,定制专属款,非常喜欢,莫兰迪浅色系,非常愿意,"同学朋友送礼,纪念收藏",无影响,"做工粗糙,价格虚高",20-40元,50元以内,完全愿意,看价格款式决定,一定会了解购买,"线上店铺,社群团购",反而降低,一定会复购,"工艺制作短视频,市集线下体验","配饰挂件类,文具类",比较认可,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1295,2026-08-07T13:22:00+08:00,女,18-22岁,在校学生,1000元以内,一般,每月多次,"送礼纪念,活动奖品",短视频平台,完全没听过,比较感兴趣,小众不撞款,"价格昂贵,工艺精致",无所谓,强烈支持,"优化款式设计,加强科普宣传",一定会,大漆书签,小众艺术轻奢风,完全接受，更有特色,工艺质感,较高,单品简约款,喜欢,经典黑金红传统色,愿意,节日礼物,会，非常加分,"价格虚高,做工粗糙",20元以内,50元以内,不太接受,一定会买,会驻足了解,"校园市集,文创展会",大幅提升,可能复购,"高颜值产品实拍图,工艺制作短视频",礼盒套装类,无所谓,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1296,2026-08-08T14:35:00+08:00,男,18岁以下,在校学生,2000-3500元,非常喜欢,每月1次,收藏爱好,"校园市集,短视频平台",非常了解,毫无兴趣,"非遗文化底蕴,国风颜值高","不适合日常使用,款式老旧",非常愿意,支持,"适配日常使用,降低价格",一定会,"大漆漆扇,大漆钥匙扣",简约现代风,可以接受,"颜值外观,价格性价比",极高,组合套装礼盒,非常喜欢,莫兰迪浅色系,随缘,"商务小礼品,同学朋友送礼",略有影响,华而不实无实用性,20元以内,80-120元,完全愿意,大概率会,不会关注,文创展会,小幅提升,一定会复购,市集线下体验,"文具类,桌面摆件类",非常认可，环保创新,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1297,2026-08-09T15:48:00+08:00,女,18岁以下,自由职业,1000元以内,比较喜欢,季度1-2次,"日常自用,市集/展会随手购买","短视频平台,线下实体店",完全没听过,非常感兴趣,"色泽质感高级,手工工艺独特",价格昂贵,愿意,强烈支持,降低价格,不确定,"大件漆艺摆件,大漆书签",传统国风古风,非常介意,"价格性价比,文化寓意",极高,单品简约款,喜欢,撞色潮流色系,非常愿意,"同学朋友送礼,商务小礼品",会，非常加分,"包装简陋,价格虚高",40-60元,50元以内,可以接受小幅溢价,基本不会,一定会了解购买,"线上店铺,线下实体店",大幅提升,可能复购,"工艺制作短视频,非遗文化科普","配饰挂件类,定制专属类",比较认可,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1298,2026-08-10T16:01:00+08:00,男,23-30岁,在校学生,1000-2000元,一般,每月多次,"送礼纪念,收藏爱好",电商店铺,非常了解,一般,非遗文化底蕴,"款式老旧,工艺精致",非常愿意,强烈支持,"优化款式设计,适配日常使用",一定会,大漆书签,可爱治愈风,完全接受，更有特色,工艺质感,一般,组合套装礼盒,无所谓,经典黑金红传统色,愿意,节日礼物,会，非常加分,"价格虚高,款式同质化严重",20元以内,50-80元,完全不接受,一定会买,会驻足了解,"校园市集,线上店铺",小幅提升,不确定,"高颜值产品实拍图,优惠活动福利",文具类,非常认可，环保创新,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1299,2026-08-11T17:14:00+08:00,女,18岁以下,职场上班族,3500元以上,非常喜欢,每月1次,市集/展会随手购买,"校园市集,朋友推荐",略有耳闻,非常感兴趣,"手工工艺独特,国风颜值高","不适合日常使用,价格昂贵",非常愿意,中立,"加强科普宣传,降低价格",可能会,"大漆漆扇,大漆书签",简约现代风,可以接受,"颜值外观,实用性",极高,盲盒款式,非常喜欢,莫兰迪浅色系,非常愿意,"纪念收藏,同学朋友送礼",无影响,款式同质化严重,20-40元,120元以上,完全愿意,大概率会,一定会了解购买,线下实体店,无变化,一定会复购,工艺制作短视频,"配饰挂件类,桌面摆件类",非常认可，环保创新,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1300,2026-08-12T18:27:00+08:00,男,18-22岁,自由职业,1000元以内,比较喜欢,几乎不买,"日常自用,活动奖品","短视频平台,文创展会",非常了解,比较感兴趣,"色泽质感高级,非遗文化底蕴",价格昂贵,无所谓,强烈支持,降低价格,基本不会,"大漆书签,大漆漆扇",传统国风古风,完全接受，更有特色,"价格性价比,颜值外观",较高,单品简约款,喜欢,经典黑金红传统色,非常愿意,"同学朋友送礼,师生赠礼",会，非常加分,"价格虚高,包装简陋",60元以上,50元以内,可以接受小幅溢价,一定会买,会驻足了解,"线上店铺,文创展会",大幅提升,可能复购,"高颜值产品实拍图,非遗文化科普","桌面摆件类,定制专属类",无所谓,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1301,2026-08-13T09:40:00+08:00,女,23-30岁,在校学生,1000-2000元,完全不感兴趣,每月多次,"收藏爱好,送礼纪念",电商店铺,略有耳闻,一般,非遗文化底蕴,"款式老旧,不适合日常使用",非常愿意,支持,"优化款式设计,降低价格",一定会,大漆书签,简约现代风,可以接受,文化寓意,较低,组合套装礼盒,非常喜欢,经典黑金红传统色,随缘,师生赠礼,略有影响,"华而不实无实用性,款式同质化严重",20元以内,50-80元,完全愿意,大概率会,随缘,"校园市集,社群团购",小幅提升,一定会复购,"非遗文化科普,优惠活动福利",文具类,非常认可，环保创新,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1302,2026-08-14T10:53:00+08:00,男,18岁以下,职场上班族,1000元以内,非常喜欢,季度1-2次,日常自用,"朋友推荐,文创展会",完全没听过,非常感兴趣,"手工工艺独特,色泽质感高级","工艺精致,价格昂贵",愿意,不支持,"降低价格,优化款式设计",可能会,"大漆钥匙扣,大漆书签",传统国风古风,介意，追求完美品,"颜值外观,工艺质感",极高,单品简约款,非常喜欢,撞色潮流色系,非常愿意,"同学朋友送礼,纪念收藏",不在意,款式同质化严重,20-40元,50元以内,可以接受小幅溢价,看价格款式决定,一定会了解购买,线上店铺,大幅提升,一定会复购,工艺制作短视频,"配饰挂件类,文具类",比较认可,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1303,2026-08-15T11:06:00+08:00,女,18-22岁,其他,1000-2000元,一般,每月多次,"送礼纪念,活动奖品","短视频平台,电商店铺",非常了解,比较感兴趣,"国风颜值高,非遗文化底蕴",价格昂贵,不愿意,强烈支持,降低价格,一定会,"大漆书签,文创套装礼盒",小众艺术轻奢风,完全接受，更有特色,"价格性价比,实用性",较高,单品简约款,无所谓,经典黑金红传统色,愿意,"节日礼物,师生赠礼",会，非常加分,"价格虚高,做工粗糙",20元以内,50-80元,不太接受,一定会买,会驻足了解,"校园市集,文创展会",大幅提升,不确定,"高颜值产品实拍图,工艺制作短视频","礼盒套装类,定制专属类",不认可,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1304,2026-08-16T12:19:00+08:00,男,40岁以上,在校学生,2000-3500元,非常喜欢,每月1次,"收藏爱好,日常自用",电商店铺,略有耳闻,兴趣较低,非遗文化底蕴,"款式老旧,价格昂贵",非常愿意,支持,"适配日常使用,降低价格",可能会,大漆漆扇,简约现代风,可以接受,颜值外观,不看重,盲盒款式,非常喜欢,莫兰迪浅色系,不愿意,师生赠礼,略有影响,"华而不实无实用性,价格虚高",20-40元,80-120元,完全愿意,大概率会,一定会了解购买,"文创展会,社群团购",无变化,一定会复购,"市集线下体验,优惠活动福利",文具类,非常认可，环保创新,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1305,2026-08-17T13:32:00+08:00,女,18岁以下,自由职业,1000元以内,比较喜欢,季度1-2次,日常自用,"短视频平台,文创展会",非常了解,非常感兴趣,"手工工艺独特,非遗文化底蕴","价格昂贵,款式老旧",愿意,强烈支持,"降低价格,提升包装质感",不确定,"大件漆艺摆件,大漆书签",传统国风古风,完全接受，更有特色,"颜值外观,独特小众性",极高,单品简约款,喜欢,自然原木底色,非常愿意,"同学朋友送礼,商务小礼品",会，非常加分,做工粗糙,40-60元,50元以内,可以接受小幅溢价,一定会买,一定会了解购买,线上店铺,大幅提升,可能复购,工艺制作短视频,"配饰挂件类,定制专属类",无所谓,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1306,2026-08-18T14:45:00+08:00,男,23-30岁,在校学生,1000-2000元,一般,每月多次,"送礼纪念,收藏爱好","短视频平台,朋友推荐",略有耳闻,比较感兴趣,"非遗文化底蕴,手工工艺独特",价格昂贵,非常愿意,支持,优化款式设计,一定会,"大漆书签,大件漆艺摆件",简约现代风,完全接受，更有特色,"工艺质感,文化寓意",一般,组合套装礼盒,不喜欢,经典黑金红传统色,愿意,"节日礼物,同学朋友送礼",略有影响,"价格虚高,款式同质化严重",20元以内,50-80元,完全愿意,一定会买,随缘,"校园市集,线上店铺",小幅提升,不会复购,"高颜值产品实拍图,优惠活动福利","文具类,定制专属类",非常认可，环保创新,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1307,2026-08-19T15:58:00+08:00,男,18岁以下,职场上班族,1000元以内,非常喜欢,每月1次,"活动奖品,日常自用",校园市集,非常了解,非常感兴趣,非遗文化底蕴,"不适合日常使用,价格昂贵",愿意,中立,"加强科普宣传,降低价格",可能会,大漆漆扇,简约现代风,介意，追求完美品,颜值外观,极高,定制专属款,非常喜欢,莫兰迪浅色系,非常愿意,商务小礼品,无影响,"华而不实无实用性,包装简陋",20-40元,50元以内,完全愿意,看价格款式决定,一定会了解购买,"线下实体店,社群团购",反而降低,一定会复购,"工艺制作短视频,优惠活动福利",文具类,比较认可,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1308,2026-08-20T16:11:00+08:00,男,18-22岁,自由职业,1000元以内,比较喜欢,半年一次,日常自用,"短视频平台,电商店铺",非常了解,非常感兴趣,"色泽质感高级,非遗文化底蕴","价格昂贵,适合收藏送礼",无所谓,强烈支持,"降低价格,加强科普宣传",一定会,"文创套装礼盒,大漆书签",小众艺术轻奢风,完全接受，更有特色,"价格性价比,实用性",较高,单品简约款,喜欢,经典黑金红传统色,愿意,"同学朋友送礼,师生赠礼",会，非常加分,价格虚高,20元以内,50元以内,不太接受,一定会买,会驻足了解,线上店铺,大幅提升,不确定,工艺制作短视频,"桌面摆件类,定制专属类",无所谓,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1309,2026-08-21T17:24:00+08:00,男,23-30岁,在校学生,2000-3500元,不太喜欢,每月多次,"送礼纪念,日常自用","电商店铺,文创展会",完全没听过,一般,"非遗文化底蕴,小众不撞款",款式老旧,非常愿意,支持,优化款式设计,一定会,"大漆书签,大漆钥匙扣",简约现代风,可以接受,"工艺质感,颜值外观",一般,组合套装礼盒,非常喜欢,莫兰迪浅色系,随缘,"节日礼物,纪念收藏",略有影响,"华而不实无实用性,款式同质化严重",20元以内,80-120元,完全愿意,大概率会,不会关注,"校园市集,社群团购",无变化,一定会复购,"非遗文化科普,优惠活动福利","文具类,礼盒套装类",非常认可，环保创新,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1310,2026-08-22T18:37:00+08:00,男,18岁以下,职场上班族,1000元以内,非常喜欢,每月1次,"日常自用,送礼纪念",校园市集,非常了解,非常感兴趣,手工工艺独特,"工艺精致,价格昂贵",愿意,强烈支持,"提升包装质感,降低价格",不确定,大漆钥匙扣,传统国风古风,非常介意,颜值外观,极高,单品简约款,喜欢,撞色潮流色系,非常愿意,同学朋友送礼,会，非常加分,"款式同质化严重,包装简陋",40-60元,50元以内,可以接受小幅溢价,基本不会,一定会了解购买,"线上店铺,社群团购",大幅提升,可能复购,"工艺制作短视频,市集线下体验",配饰挂件类,比较认可,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1311,2026-08-23T09:50:00+08:00,男,18-22岁,个体经营者,1000-2000元,比较喜欢,每月多次,日常自用,"短视频平台,朋友推荐",略有耳闻,比较感兴趣,"国风颜值高,非遗文化底蕴","价格昂贵,工艺精致",非常愿意,强烈支持,"降低价格,适配日常使用",一定会,"大漆书签,文创套装礼盒",可爱治愈风,完全接受，更有特色,"价格性价比,工艺质感",较高,组合套装礼盒,无所谓,经典黑金红传统色,愿意,"节日礼物,师生赠礼",会，非常加分,价格虚高,20元以内,50-80元,完全不接受,一定会买,随缘,线上店铺,小幅提升,不确定,高颜值产品实拍图,"桌面摆件类,礼盒套装类",非常认可，环保创新,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1312,2026-08-24T10:03:00+08:00,女,31-40岁,在校学生,3500元以上,非常喜欢,每月多次,"收藏爱好,日常自用","电商店铺,短视频平台",非常了解,兴趣较低,"非遗文化底蕴,国风颜值高",款式老旧,非常愿意,中立,适配日常使用,可能会,"大漆漆扇,大漆钥匙扣",简约现代风,可以接受,"文化寓意,独特小众性",较低,盲盒款式,非常喜欢,莫兰迪浅色系,非常愿意,"师生赠礼,纪念收藏",无影响,"华而不实无实用性,价格虚高",20-40元,120元以上,完全愿意,看价格款式决定,一定会了解购买,"文创展会,社群团购",无变化,一定会复购,"非遗文化科普,市集线下体验","文具类,桌面摆件类",非常认可，环保创新,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1313,2026-08-25T11:16:00+08:00,男,18岁以下,职场上班族,1000元以内,非常喜欢,季度1-2次,"日常自用,市集/展会随手购买",文创展会,略有耳闻,非常感兴趣,手工工艺独特,"适合收藏送礼,价格昂贵",无所谓,强烈支持,"降低价格,提升包装质感",基本不会,大漆钥匙扣,传统国风古风,完全接受，更有特色,颜值外观,极高,单品简约款,喜欢,经典黑金红传统色,非常愿意,同学朋友送礼,会，非常加分,"做工粗糙,包装简陋",60元以上,50元以内,不太接受,一定会买,会驻足了解,"线上店铺,线下实体店",大幅提升,可能复购,"工艺制作短视频,非遗文化科普",配饰挂件类,无所谓,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1314,2026-08-26T12:29:00+08:00,女,18-22岁,在校学生,1000-2000元,一般,每月多次,送礼纪念,"短视频平台,校园市集",完全没听过,比较感兴趣,"小众不撞款,非遗文化底蕴","价格昂贵,不适合日常使用",非常愿意,支持,"优化款式设计,适配日常使用",一定会,"大漆书签,大件漆艺摆件",简约现代风,可以接受,"价格性价比,独特小众性",较高,组合套装礼盒,非常喜欢,经典黑金红传统色,随缘,"节日礼物,同学朋友送礼",略有影响,价格虚高,20元以内,80-120元,完全愿意,大概率会,随缘,校园市集,小幅提升,一定会复购,高颜值产品实拍图,"定制专属类,礼盒套装类",非常认可，环保创新,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1315,2026-08-27T13:42:00+08:00,男,18岁以下,在校学生,1000元以内,非常喜欢,每月1次,"活动奖品,日常自用","电商店铺,朋友推荐",非常了解,毫无兴趣,"非遗文化底蕴,色泽质感高级",不适合日常使用,愿意,不支持,适配日常使用,可能会,"大漆漆扇,大漆书签",传统国风古风,介意，追求完美品,"颜值外观,独特小众性",极高,单品简约款,非常喜欢,撞色潮流色系,非常愿意,"商务小礼品,纪念收藏",不在意,"华而不实无实用性,包装简陋",40-60元,50元以内,可以接受小幅溢价,看价格款式决定,一定会了解购买,"文创展会,线下实体店",大幅提升,一定会复购,"优惠活动福利,市集线下体验","文具类,配饰挂件类",比较认可,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1316,2026-08-28T14:55:00+08:00,女,18岁以下,自由职业,1000-2000元,比较喜欢,半年一次,"日常自用,活动奖品",短视频平台,完全没听过,非常感兴趣,色泽质感高级,"价格昂贵,适合收藏送礼",不愿意,强烈支持,"降低价格,加强科普宣传",一定会,大件漆艺摆件,小众艺术轻奢风,完全接受，更有特色,颜值外观,较高,单品简约款,无所谓,经典黑金红传统色,愿意,同学朋友送礼,会，非常加分,"价格虚高,包装简陋",20元以内,50-80元,不太接受,一定会买,会驻足了解,"线上店铺,文创展会",大幅提升,不确定,"工艺制作短视频,高颜值产品实拍图",桌面摆件类,不认可,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1317,2026-08-01T15:08:00+08:00,男,23-30岁,在校学生,2000-3500元,不太喜欢,每月多次,送礼纪念,"短视频平台,线下实体店",非常了解,一般,"非遗文化底蕴,小众不撞款","款式老旧,不适合日常使用",非常愿意,支持,"优化款式设计,降低价格",可能会,"大漆书签,大漆钥匙扣",简约现代风,可以接受,"工艺质感,实用性",一般,盲盒款式,非常喜欢,莫兰迪浅色系,不愿意,"节日礼物,纪念收藏",无影响,价格虚高,20-40元,80-120元,完全愿意,大概率会,一定会了解购买,校园市集,无变化,一定会复购,非遗文化科普,"文具类,礼盒套装类",非常认可，环保创新,希望兼顾传统工艺和日常实用性，价格可以分档。
daqi-answer-1318,2026-08-02T16:21:00+08:00,女,18岁以下,职场上班族,1000元以内,非常喜欢,每月1次,"市集/展会随手购买,日常自用","校园市集,文创展会",略有耳闻,非常感兴趣,"手工工艺独特,色泽质感高级",不适合日常使用,愿意,强烈支持,加强科普宣传,不确定,"大漆漆扇,文创套装礼盒",传统国风古风,完全接受，更有特色,"颜值外观,文化寓意",极高,单品简约款,喜欢,自然原木底色,非常愿意,"同学朋友送礼,纪念收藏",会，非常加分,"款式同质化严重,包装简陋",40-60元,50元以内,可以接受小幅溢价,一定会买,一定会了解购买,"社群团购,线下实体店",大幅提升,可能复购,"工艺制作短视频,市集线下体验","配饰挂件类,文具类",无所谓,建议多做短视频展示制作过程，并在线下市集提供体验。
daqi-answer-1319,2026-08-03T17:34:00+08:00,男,18-22岁,个体经营者,1000-2000元,比较喜欢,几乎不买,"日常自用,收藏爱好",短视频平台,非常了解,比较感兴趣,色泽质感高级,"价格昂贵,工艺精致",非常愿意,支持,"降低价格,适配日常使用",一定会,大漆书签,简约现代风,完全接受，更有特色,价格性价比,较高,组合套装礼盒,不喜欢,经典黑金红传统色,随缘,同学朋友送礼,略有影响,"价格虚高,做工粗糙",20元以内,50-80元,完全愿意,一定会买,随缘,"线上店铺,校园市集",小幅提升,不会复购,"高颜值产品实拍图,工艺制作短视频",桌面摆件类,非常认可，环保创新,包装可以更精致，同时附上简明的非遗文化说明卡。
daqi-answer-1320,2026-08-04T18:47:00+08:00,女,31-40岁,在校学生,1000元以内,完全不感兴趣,每月多次,收藏爱好,"电商店铺,朋友推荐",略有耳闻,一般,"非遗文化底蕴,国风颜值高","款式老旧,价格昂贵",愿意,中立,"优化款式设计,提升包装质感",可能会,"大漆漆扇,大漆钥匙扣",简约现代风,介意，追求完美品,"工艺质感,价格性价比",较低,定制专属款,非常喜欢,撞色潮流色系,非常愿意,"师生赠礼,纪念收藏",无影响,华而不实无实用性,20-40元,50元以内,完全愿意,看价格款式决定,一定会了解购买,文创展会,反而降低,一定会复购,非遗文化科普,"文具类,桌面摆件类",比较认可,希望增加年轻化配色和小件礼盒，方便送礼和收藏。
daqi-answer-1321,2026-08-05T09:00:00+08:00,男,18岁以下,职场上班族,1000元以内,非常喜欢,季度1-2次,"日常自用,市集/展会随手购买","校园市集,短视频平台",完全没听过,非常感兴趣,"手工工艺独特,非遗文化底蕴",工艺精致,无所谓,强烈支持,降低价格,一定会,"大漆钥匙扣,文创套装礼盒",小众艺术轻奢风,完全接受，更有特色,"颜值外观,价格性价比",极高,单品简约款,无所谓,经典黑金红传统色,愿意,"同学朋友送礼,商务小礼品",会，非常加分,"款式同质化严重,做工粗糙",20元以内,50元以内,不太接受,一定会买,会驻足了解,"线上店铺,线下实体店",大幅提升,不确定,"工艺制作短视频,非遗文化科普","配饰挂件类,定制专属类",无所谓,希望兼顾传统工艺和日常实用性，价格可以分档。
